sinif,unite,konu,kazanim_kodu,kazanim_aciklamasi,ders
8. Sınıf,Millî Bir Destan: Ya İstiklal Ya Ölüm!,Millî Bir Destan: Ya İstiklal Ya Ölüm!,İTA.8.3.2.,Millî Mücadele Dönemi'nde Batı Cephesi'nde meydana gelen gelişmeleri kavrar.,T.C. İnkılap Tarihi ve Atatürkçülük
8. Sınıf,Millî Bir Destan: Ya İstiklal Ya Ölüm!,Millî Bir Destan: Ya İstiklal Ya Ölüm!,İTA.8.3.3.,"Millî Mücadele'nin zor bir döneminde Maarif Kongresi yapan Atatürk'ün, millî ve çağdaş eğitime verdiği önemi kavrar.",T.C. İnkılap Tarihi ve Atatürkçülük
8. Sınıf,Millî Bir Destan: Ya İstiklal Ya Ölüm!,Millî Bir Destan: Ya İstiklal Ya Ölüm!,İTA.8.3.4.,"Türk milletinin millî birlik, beraberlik ve dayanışmasının bir örneği olarak Tekalif-i Millîye Emirleri doğrultusunda yapılan uygulamaları analiz eder.",T.C. İnkılap Tarihi ve Atatürkçülük
8. Sınıf,Millî Bir Destan: Ya İstiklal Ya Ölüm!,Millî Bir Destan: Ya İstiklal Ya Ölüm!,İTA.8.3.5.,Sakarya Meydan Savaşı'nın kazanılmasında ve Büyük Taarruz'un başarılı olmasında Mustafa Kemal'in rolüne ilişkin çıkarımlarda bulunur.,T.C. İnkılap Tarihi ve Atatürkçülük
8. Sınıf,Millî Bir Destan: Ya İstiklal Ya Ölüm!,Millî Bir Destan: Ya İstiklal Ya Ölüm!,İTA.8.3.6.,Lozan Antlaşması'nın sağladığı kazanımları analiz eder.,T.C. İnkılap Tarihi ve Atatürkçülük
8. Sınıf,Millî Bir Destan: Ya İstiklal Ya Ölüm!,Millî Bir Destan: Ya İstiklal Ya Ölüm!,İTA.8.3.7.,"Millî Mücadele Dönemi'nin siyasi, sosyal ve kültürel olaylarının sanat ve edebiyat ürünlerine yansımalarına kanıtlar gösterir.",T.C. İnkılap Tarihi ve Atatürkçülük
8. Sınıf,Atatürkçülük ve Çağdaşlaşan Türkiye,Atatürkçülük ve Çağdaşlaşan Türkiye,İTA.8.4.1.,Çağdaşlaşan Türkiye'nin temeli olan Atatürk ilkelerini açıklar.,T.C. İnkılap Tarihi ve Atatürkçülük
8. Sınıf,Atatürkçülük ve Çağdaşlaşan Türkiye,Atatürkçülük ve Çağdaşlaşan Türkiye,İTA.8.4.2.,Siyasi alanda meydana gelen gelişmeleri kavrar.,T.C. İnkılap Tarihi ve Atatürkçülük
8. Sınıf,Atatürkçülük ve Çağdaşlaşan Türkiye,Atatürkçülük ve Çağdaşlaşan Türkiye,İTA.8.4.3.,Hukuk alanında meydana gelen gelişmelerin toplumsal hayata yansımalarını kavrar.,T.C. İnkılap Tarihi ve Atatürkçülük
8. Sınıf,Atatürkçülük ve Çağdaşlaşan Türkiye,Atatürkçülük ve Çağdaşlaşan Türkiye,İTA.8.4.4.,Eğitim ve kültür alanında yapılan inkılapları ve gelişmeleri kavrar.,T.C. İnkılap Tarihi ve Atatürkçülük
8. Sınıf,Atatürkçülük ve Çağdaşlaşan Türkiye,Atatürkçülük ve Çağdaşlaşan Türkiye,İTA.8.4.5.,Toplumsal alanda yapılan inkılapları ve meydana gelen gelişmeleri kavrar.,T.C. İnkılap Tarihi ve Atatürkçülük
8. Sınıf,Atatürkçülük ve Çağdaşlaşan Türkiye,Atatürkçülük ve Çağdaşlaşan Türkiye,İTA.8.4.6.,Ekonomi alanında meydana gelen gelişmeleri kavrar.,T.C. İnkılap Tarihi ve Atatürkçülük
8. Sınıf,Atatürkçülük ve Çağdaşlaşan Türkiye,Atatürkçülük ve Çağdaşlaşan Türkiye,İTA.8.4.7.,Atatürk Dönemi'nde sağlık alanında yapılan çalışmaları devletin temel görevleri ile ilişkilendirir.,T.C. İnkılap Tarihi ve Atatürkçülük
8. Sınıf,Atatürkçülük ve Çağdaşlaşan Türkiye,Atatürkçülük ve Çağdaşlaşan Türkiye,İTA.8.4.8.,Cumhuriyet'in sağladığı kazanımları ve Atatürk'ün Türk milleti için gösterdiği hedefleri analiz eder.,T.C. İnkılap Tarihi ve Atatürkçülük
8. Sınıf,Atatürkçülük ve Çağdaşlaşan Türkiye,Atatürkçülük ve Çağdaşlaşan Türkiye,İTA.8.4.9.,Atatürk ilke ve inkılaplarını oluşturan temel esasları kavrar.,T.C. İnkılap Tarihi ve Atatürkçülük
8. Sınıf,Demokratikleşme Çabaları,Demokratikleşme Çabaları,İTA.8.5.1.,Atatürk Dönemi'ndeki demokratikleşme yolunda atılan adımları açıklar.,T.C. İnkılap Tarihi ve Atatürkçülük
8. Sınıf,Demokratikleşme Çabaları,Demokratikleşme Çabaları,İTA.8.5.2.,Mustafa Kemal'e suikast girişimini analiz eder.,T.C. İnkılap Tarihi ve Atatürkçülük
8. Sınıf,Demokratikleşme Çabaları,Demokratikleşme Çabaları,İTA.8.5.3.,Cumhuriyetin ilk yıllarında Türkiye Cumhuriyetine yönelik tehditleri analiz eder.,T.C. İnkılap Tarihi ve Atatürkçülük
8. Sınıf,Atatürk Dönemi Türk Dış Politikası,Atatürk Dönemi Türk Dış Politikası,İTA.8.6.1.,Atatürk Dönemi Türk dış politikasının temel ilkelerini ve amaçlarını açıklar.,T.C. İnkılap Tarihi ve Atatürkçülük
8. Sınıf,Atatürk Dönemi Türk Dış Politikası,Atatürk Dönemi Türk Dış Politikası,İTA.8.6.2.,Atatürk Dönemi Türk dış politikasında yaşanan gelişmeleri analiz eder.,T.C. İnkılap Tarihi ve Atatürkçülük
8. Sınıf,Atatürk Dönemi Türk Dış Politikası,Atatürk Dönemi Türk Dış Politikası,İTA.8.6.3.,Atatürk'ün Hatay'ı ülkemize katmak konusunda yaptıklarına ve bu uğurda gösterdiği özveriye kanıtlar gösterir.,T.C. İnkılap Tarihi ve Atatürkçülük
8. Sınıf,Atatürk'ün Ölümü ve Sonrası,Atatürk'ün Ölümü ve Sonrası,İTA.8.7.1.,Atatürk'ün ölümüne ilişkin yansıma ve değerlendirmelerden hareketle onun fikir ve eserlerinin evrensel değerine ilişkin çıkarımlarda bulunur.,T.C. İnkılap Tarihi ve Atatürkçülük
8. Sınıf,Atatürk'ün Ölümü ve Sonrası,Atatürk'ün Ölümü ve Sonrası,İTA.8.7.2.,Atatürk'ün Türk Milleti'ne bıraktığı eserlerinden örnekler verir.,T.C. İnkılap Tarihi ve Atatürkçülük
8. Sınıf,Atatürk'ün Ölümü ve Sonrası,Atatürk'ün Ölümü ve Sonrası,İTA.8.7.3.,Atatürk'ün İkinci Dünya Savaşı öncesi tespitleri ve girişimleri Türkiye'nin savaşta izlediği denge siyaseti ile ilişkilendirilir.,T.C. İnkılap Tarihi ve Atatürkçülük
8. Sınıf,Atatürk'ün Ölümü ve Sonrası,Atatürk'ün Ölümü ve Sonrası,İTA.8.7.4.,İkinci Dünya Savaşı'ndaki gelişmelerin ve bu savaşın sonuçlarının Türkiye'ye etkilerini analiz eder.,T.C. İnkılap Tarihi ve Atatürkçülük
8. Sınıf,Atatürk'ün Ölümü ve Sonrası,Atatürk'ün Ölümü ve Sonrası,İTA.8.7.5.,"Türkiye'de çok partili siyasi hayata geçişi hızlandıran gelişmeleri, demokrasinin gerekleri açısından analiz eder.",T.C. İnkılap Tarihi ve Atatürkçülük
8. Sınıf,Sayılar ve İşlemler,Çarpanlar ve Katlar,M.8.1.1.1.,"Verilen pozitif tam sayıların pozitif tam sayı çarpanlarını bulur, pozitif tam sayıların pozitif tam sayı çarpanlarını üslü ifadelerin çarpımı şeklinde yazar.",İlköğretim Matematik
8. Sınıf,Sayılar ve İşlemler,Çarpanlar ve Katlar,M.8.1.1.2.,"İki doğal sayının en büyük ortak bölenini (EBOB) ve en küçük ortak katını (EKOK) hesaplar, ilgili problemleri çözer.",İlköğretim Matematik
8. Sınıf,Sayılar ve İşlemler,Çarpanlar ve Katlar,M.8.1.1.3.,Verilen iki doğal sayının aralarında asal olup olmadığını belirler.,İlköğretim Matematik
8. Sınıf,Sayılar ve İşlemler,Üslü İfadeler,M.8.1.2.1.,"Tam sayıların, tam sayı kuvvetlerini hesaplar.",İlköğretim Matematik
8. Sınıf,Sayılar ve İşlemler,Üslü İfadeler,M.8.1.2.2.,"Üslü ifadelerle ilgili temel kuralları anlar, birbirine denk ifadeler oluşturur.",İlköğretim Matematik
8. Sınıf,Sayılar ve İşlemler,Üslü İfadeler,M.8.1.2.3.,Sayıların ondalık gösterimlerini 10’un tam sayı kuvvetlerini kullanarak çözümler.,İlköğretim Matematik
8. Sınıf,Sayılar ve İşlemler,Üslü İfadeler,M.8.1.2.4.,Verilen bir sayıyı 10’un farklı tam sayı kuvvetlerini kullanarak ifade eder.,İlköğretim Matematik
8. Sınıf,Sayılar ve İşlemler,Üslü İfadeler,M.8.1.2.5.,Çok büyük ve çok küçük sayıları bilimsel gösterimle ifade eder ve karşılaştırır.,İlköğretim Matematik
8. Sınıf,Sayılar ve İşlemler,Kareköklü İfadeler,M.8.1.3.1.,Tam kare pozitif tam sayılarla bu sayıların karekökleri arasındaki ilişkiyi belirler.,İlköğretim Matematik
8. Sınıf,Sayılar ve İşlemler,Kareköklü İfadeler,M.8.1.3.2.,Tam kare olmayan kareköklü bir sayının hangi iki doğal sayı arasında olduğunu belirler.,İlköğretim Matematik
8. Sınıf,Sayılar ve İşlemler,Kareköklü İfadeler,M.8.1.3.3.,Kareköklü bir ifadeyi $a\sqrt{b}$ şeklinde yazar ve $a\sqrt{b}$ şeklindeki ifadede katsayıyı kök içine alır.,İlköğretim Matematik
8. Sınıf,Sayılar ve İşlemler,Kareköklü İfadeler,M.8.1.3.4.,Kareköklü ifadelerde çarpma ve bölme işlemlerini yapar.,İlköğretim Matematik
8. Sınıf,Sayılar ve İşlemler,Kareköklü İfadeler,M.8.1.3.5.,Kareköklü ifadelerde toplama ve çıkarma işlemlerini yapar.,İlköğretim Matematik
8. Sınıf,Sayılar ve İşlemler,Kareköklü İfadeler,M.8.1.3.6.,"Kareköklü bir ifade ile çarpıldığında, sonucu bir doğal sayı yapan çarpanlara örnek verir.",İlköğretim Matematik
8. Sınıf,Sayılar ve İşlemler,Kareköklü İfadeler,M.8.1.3.7.,Ondalık ifadelerin kareköklerini belirler.,İlköğretim Matematik
8. Sınıf,Sayılar ve İşlemler,Kareköklü İfadeler,M.8.1.3.8.,"Gerçek sayıları tanır, rasyonel ve irrasyonel sayılarla ilişkilendirir.",İlköğretim Matematik
8. Sınıf,Cebir,Cebirsel İfadeler ve Özdeşlikler,M.8.2.1.1.,Basit cebirsel ifadeleri anlar ve farklı biçimlerde yazar.,İlköğretim Matematik
8. Sınıf,Cebir,Cebirsel İfadeler ve Özdeşlikler,M.8.2.1.2.,Cebirsel ifadelerin çarpımını yapar.,İlköğretim Matematik
8. Sınıf,Cebir,Cebirsel İfadeler ve Özdeşlikler,M.8.2.1.3.,Özdeşlikleri modellerle açıklar.,İlköğretim Matematik
8. Sınıf,Cebir,Cebirsel İfadeler ve Özdeşlikler,M.8.2.1.4.,Cebirsel ifadeleri çarpanlara ayırır.,İlköğretim Matematik
8. Sınıf,Cebir,Doğrusal Denklemler,M.8.2.2.1.,Birinci dereceden bir bilinmeyenli denklemleri çözer.,İlköğretim Matematik
8. Sınıf,Cebir,Doğrusal Denklemler,M.8.2.2.2.,Koordinat sistemini özellikleriyle tanır ve sıralı ikilileri gösterir.,İlköğretim Matematik
8. Sınıf,Cebir,Doğrusal Denklemler,M.8.2.2.3.,Aralarında doğrusal ilişki bulunan iki değişkenden birinin diğerine bağlı olarak nasıl değiştiğini tablo ve denklem ile ifade eder.,İlköğretim Matematik
8. Sınıf,Cebir,Doğrusal Denklemler,M.8.2.2.4.,Doğrusal denklemlerin grafiğini çizer.,İlköğretim Matematik
8. Sınıf,Cebir,Doğrusal Denklemler,M.8.2.2.5.,"Doğrusal ilişki içeren gerçek hayat durumlarına ait denklem, tablo ve grafiği oluşturur ve yorumlar.",İlköğretim Matematik
8. Sınıf,Cebir,Doğrusal Denklemler,M.8.2.2.6.,"Doğrunun eğimini modellerle açıklar, doğrusal denklemleri ve grafiklerini eğimle ilişkilendirir.",İlköğretim Matematik
8. Sınıf,Cebir,Eşitsizlikler,M.8.2.3.1.,Birinci dereceden bir bilinmeyenli eşitsizlik içeren günlük hayat durumlarına uygun matematik cümleleri yazar.,İlköğretim Matematik
8. Sınıf,Cebir,Eşitsizlikler,M.8.2.3.2.,Birinci dereceden bir bilinmeyenli eşitsizlikleri sayı doğrusunda gösterir.,İlköğretim Matematik
8. Sınıf,Cebir,Eşitsizlikler,M.8.2.3.3.,Birinci dereceden bir bilinmeyenli eşitsizlikleri çözer.,İlköğretim Matematik
8. Sınıf,Geometri ve Ölçme,Üçgenler,M.8.3.1.1.,"Üçgende kenarortay, açıortay ve yüksekliği inşa eder.",İlköğretim Matematik
8. Sınıf,Geometri ve Ölçme,Üçgenler,M.8.3.1.2.,Üçgenin iki kenar uzunluğunun toplamı veya farkı ile üçüncü kenarının uzunluğunu ilişkilendirir.,İlköğretim Matematik
8. Sınıf,Geometri ve Ölçme,Üçgenler,M.8.3.1.3.,Üçgenin kenar uzunlukları ile bu kenarların karşısındaki açıların ölçülerini ilişkilendirir.,İlköğretim Matematik
8. Sınıf,Geometri ve Ölçme,Üçgenler,M.8.3.1.4.,Yeterli sayıda elemanının ölçüleri verilen bir üçgeni çizer.,İlköğretim Matematik
8. Sınıf,Geometri ve Ölçme,Üçgenler,M.8.3.1.5.,"Pisagor bağıntısını oluşturur, ilgili problemleri çözer.",İlköğretim Matematik
8. Sınıf,Geometri ve Ölçme,Dönüşüm Geometrisi,M.8.3.2.1.,"Nokta, doğru parçası ve diğer şekillerin öteleme sonucundaki görüntülerini çizer.",İlköğretim Matematik
8. Sınıf,Geometri ve Ölçme,Dönüşüm Geometrisi,M.8.3.2.2.,"Nokta, doğru parçası ve diğer şekillerin yansıma sonucu oluşan görüntüsünü oluşturur.",İlköğretim Matematik
8. Sınıf,Geometri ve Ölçme,Dönüşüm Geometrisi,M.8.3.2.3.,Çokgenlerin öteleme ve yansımalar sonucunda ortaya çıkan görüntüsünü oluşturur.,İlköğretim Matematik
8. Sınıf,Geometri ve Ölçme,Eşlik ve Benzerlik,M.8.3.3.1.,"Eşlik ve benzerliği ilişkilendirir, eş ve benzer şekillerin kenar ve açı ilişkilerini belirler.",İlköğretim Matematik
8. Sınıf,Geometri ve Ölçme,Eşlik ve Benzerlik,M.8.3.3.2.,"Benzer çokgenlerin benzerlik oranını belirler, bir çokgene eş ve benzer çokgenler oluşturur.",İlköğretim Matematik
8. Sınıf,Geometri ve Ölçme,Geometrik Cisimler,M.8.3.4.1.,"Dik prizmaları tanır, temel elemanlarını belirler, inşa eder ve açınımını çizer.",İlköğretim Matematik
8. Sınıf,Geometri ve Ölçme,Geometrik Cisimler,M.8.3.4.2.,"Dik dairesel silindirin temel elemanlarını belirler, inşa eder ve açınımını çizer.",İlköğretim Matematik
8. Sınıf,Geometri ve Ölçme,Geometrik Cisimler,M.8.3.4.3.,"Dik dairesel silindirin yüzey alanı bağıntısını oluşturur, ilgili problemleri çözer.",İlköğretim Matematik
8. Sınıf,Geometri ve Ölçme,Geometrik Cisimler,M.8.3.4.4.,Dik dairesel silindirin hacim bağıntısını oluşturur; ilgili problemleri çözer.,İlköğretim Matematik
8. Sınıf,Geometri ve Ölçme,Geometrik Cisimler,M.8.3.4.5.,"Dik piramidi tanır, temel elemanlarını belirler, inşa eder ve açınımını çizer.",İlköğretim Matematik
8. Sınıf,Geometri ve Ölçme,Geometrik Cisimler,M.8.3.4.6.,"Dik koniyi tanır, temel elemanlarını belirler, inşa eder ve açınımını çizer.",İlköğretim Matematik
8. Sınıf,Veri İşleme,Veri Analizi,M.8.4.1.1.,En fazla üç veri grubuna ait çizgi ve sütun grafiklerini yorumlar.,İlköğretim Matematik
8. Sınıf,Veri İşleme,Veri Analizi,M.8.4.1.2.,"Verileri sütun, daire veya çizgi grafiği ile gösterir ve bu gösterimler arasında uygun olan dönüşümleri yapar.",İlköğretim Matematik
8. Sınıf,Olasılık,Basit Olayların Olma Olasılığı,M.8.5.1.1.,Bir olaya ait olası durumları belirler.,İlköğretim Matematik
8. Sınıf,Olasılık,Basit Olayların Olma Olasılığı,M.8.5.1.2.,"“Daha fazla”, “eşit”, “daha az” olasılıklı olayları ayırt eder, örnek verir.",İlköğretim Matematik
8. Sınıf,Olasılık,Basit Olayların Olma Olasılığı,M.8.5.1.3.,Eşit şansa sahip olan olaylarda her bir çıktının olasılık değerinin eşit olduğunu ve bu değerin 1/n olduğunu açıklar.,İlköğretim Matematik
8. Sınıf,Olasılık,Basit Olayların Olma Olasılığı,M.8.5.1.4.,Olasılık değerinin 0 ile 1 arasında (0 ve 1 dâhil) olduğunu anlar.,İlköğretim Matematik
8. Sınıf,Olasılık,Basit Olayların Olma Olasılığı,M.8.5.1.5.,Basit bir olayın olma olasılığını hesaplar.,İlköğretim Matematik
5. Sınıf,1. Tema: Sayılar ve Nicelikler (1),"Doğal Sayılar ve İşlemler: Çok Basamaklı Sayıları Okuma ve Yazma, Çözümleme",MAT.5.1.1.,Altı basamaklı sayıları okuma ve yazmayı çok basamaklı sayılara genelleyebilme.,İlköğretim Matematik
5. Sınıf,1. Tema: Sayılar ve Nicelikler (1),Doğal Sayılar ve İşlemler: Doğal Sayılarla Dört İşlem İçeren Problem Çözme,MAT.5.1.2.,Doğal sayılar ve işlemler içeren gerçek yaşam problemlerini çözebilme.,İlköğretim Matematik
5. Sınıf,1. Tema: Sayılar ve Nicelikler (2),Kesirler: Kesirlerin Farklı Gösterimleri,MAT.5.1.3.,Gerçek yaşam durumlarına karşılık gelen kesirleri farklı biçimlerde temsil edebilme.,İlköğretim Matematik
5. Sınıf,1. Tema: Sayılar ve Nicelikler (2),Kesirler: Kesirlerin Karşılaştırılması,MAT.5.1.4.,Farklı gösterimlerle ifade edilen kesirlerin karşılaştırılmasına yönelik çıkarım yapabilme.,İlköğretim Matematik
5. Sınıf,2. Tema: İşlemlerle Cebirsel Düşünme,"Cebirsel Düşünme: Eşitliğin Korunumu, Değişme-Birleşme ve Dağılma Özellikleri",MAT.5.2.1.,Eşitliğin korunumuna ve işlem özelliklerine yönelik çıkarım yapabilme.,İlköğretim Matematik
5. Sınıf,2. Tema: İşlemlerle Cebirsel Düşünme,Cebirsel Düşünme: İşlem Önceliği,MAT.5.2.2.,Karşılaştığı günlük hayat ya da matematiksel durumlarda işlem önceliğini yorumlayabilme.,İlköğretim Matematik
5. Sınıf,2. Tema: İşlemlerle Cebirsel Düşünme,Cebirsel Düşünme: Örüntüler,MAT.5.2.3.,Sayı ve şekil örüntülerinin kuralına ilişkin muhakeme yapabilme.,İlköğretim Matematik
5. Sınıf,2. Tema: İşlemlerle Cebirsel Düşünme,Cebirsel Düşünme: Temel Aritmetik İşlemler ve Algoritma,MAT.5.2.4.,Temel aritmetik işlem içeren durumlardaki algoritmaları yorumlayabilme.,İlköğretim Matematik
5. Sınıf,3. Tema: Geometrik Şekiller,Temel Geometrik Çizimler ve İnşalar,MAT.5.3.1.,Temel geometrik çizimler için matematiksel araç ve teknolojiden yararlanabilme.,İlköğretim Matematik
5. Sınıf,3. Tema: Geometrik Şekiller,Temel Geometrik Çizimler ve İnşalar,MAT.5.3.2.,Temel geometrik çizimlere dayalı deneyimlerini yansıtabilme.,İlköğretim Matematik
5. Sınıf,3. Tema: Geometrik Şekiller,Açı Ölçme,MAT.5.3.3.,Açıları ölçmek için matematiksel araç ve teknolojiden yararlanabilme.,İlköğretim Matematik
5. Sınıf,3. Tema: Geometrik Şekiller,Açı Ölçme,MAT.5.3.4.,Düzlemde iki veya üç doğrunun birbirine göre durumuna bağlı olarak oluşabilecek açılara dair çıkarım yapabilme.,İlköğretim Matematik
5. Sınıf,3. Tema: Geometrik Şekiller,Çokgenler ve Çember,MAT.5.3.5.,Çokgenleri düzlemde ardışık olarak kesişen doğruların oluşturduğu kapalı şekiller olarak yorumlayabilme.,İlköğretim Matematik
5. Sınıf,3. Tema: Geometrik Şekiller,Çokgenler ve Çember,MAT.5.3.6.,Çokgenlerin özellikleri ile ilgili edindiği deneyimleri yansıtabilme.,İlköğretim Matematik
5. Sınıf,3. Tema: Geometrik Şekiller,Çokgenler ve Çember,MAT.5.3.7.,Matematiksel araç ve teknoloji yardımıyla düzlemde iki noktada kesişen çember çiftinin merkezleri ve kesişim noktalarından biri ile inşa edilen üçgenlerin kenar özelliklerine yönelik muhakeme yapabilme.,İlköğretim Matematik
5. Sınıf,4. Tema: Geometrik Nicelikler,Dikdörtgenin Çevre Uzunluğu ve Alanı,MAT.5.4.1.,Kenar uzunlukları doğal sayı olan bir dikdörtgenin çevre uzunluğu verildiğinde kenar uzunluklarını yorumlayabilme.,İlköğretim Matematik
5. Sınıf,4. Tema: Geometrik Nicelikler,Dikdörtgenin Çevre Uzunluğu ve Alanı,MAT.5.4.2.,Birim karelerden yola çıkarak dikdörtgenin alanını değerlendirebilme.,İlköğretim Matematik
5. Sınıf,4. Tema: Geometrik Nicelikler,Dikdörtgenin Çevre Uzunluğu ve Alanı,MAT.5.4.3.,"Kenar uzunlukları doğal sayı olan bir dikdörtgenin alanının ölçüsü verildiğinde çevre uzunluğunu, çevre uzunluğu verildiğinde alanını yorumlayabilme.",İlköğretim Matematik
5. Sınıf,4. Tema: Geometrik Nicelikler,Dikdörtgenin Çevre Uzunluğu ve Alanı,MAT.5.4.4.,Dikdörtgenin çevre uzunluğu ve alanı ile ilgili problemleri çözebilme.,İlköğretim Matematik
5. Sınıf,5. Tema: İstatistiksel Araştırma Süreci,Kategorik Veri Dağılımları,MAT.5.5.1.,Kategorik veri ile çalışabilme ve veriye dayalı karar verebilme.,İlköğretim Matematik
5. Sınıf,5. Tema: İstatistiksel Araştırma Süreci,Kategorik Veri Dağılımları,MAT.5.5.2.,Başkaları tarafından oluşturulan kategorik veriye dayalı istatistiksel sonuç veya yorumları tartışabilme.,İlköğretim Matematik
5. Sınıf,6. Tema: Veriden Olasılığa,Öznel Olasılık,MAT.5.6.1.,Herhangi bir olayın olasılığının 0 (imkânsız) ile 1 (kesin) arasında (0 ve 1 dâhil) olduğunu (olasılık spektrumu) yorumlayabilme.,İlköğretim Matematik
5. Sınıf,6. Tema: Veriden Olasılığa,Öznel Olasılık,MAT.5.6.2.,Olayları az ya da çok olasılıklı şeklinde yapılandırabilme,İlköğretim Matematik
6. Sınıf,1. Tema: Sayılar ve Nicelikler (1),Doğal Sayıların Çarpanları ve Katları,MAT.6.1.1.,Karşılaştığı problem durumlarında bir doğal sayının çarpan ve katlarına yönelik muhakeme yapabilme.,İlköğretim Matematik
6. Sınıf,1. Tema: Sayılar ve Nicelikler (1),Bölünebilme Kriterleri,MAT.6.1.2.,"Bir doğal sayının 2, 3, 4, 5, 6, 9 ve 10 ile tam bölünebilme kriterlerine ilişkin çıkarım yapabilme.",İlköğretim Matematik
6. Sınıf,1. Tema: Sayılar ve Nicelikler (1),Asal Sayılar ve Asal Çarpanlar,MAT.6.1.3.,Bir doğal sayının asal olma durumunu ve asal çarpanlarını çözümleyebilme.,İlköğretim Matematik
6. Sınıf,1. Tema: Sayılar ve Nicelikler (1),Ortak Kat ve Ortak Bölen,MAT.6.1.4.,Günlük hayat problemleri ya da matematiksel durumlar üzerinden ortak kat ve ortak böleni yorumlayabilme.,İlköğretim Matematik
6. Sınıf,1. Tema: Sayılar ve Nicelikler (2),Ondalık Gösterimleri Çözümleme,MAT.6.1.5.,Gerçek yaşam durumlarında ondalık gösterimlerin basamak değerlerini kesirlerden yararlanarak yorumlayabilme.,İlköğretim Matematik
6. Sınıf,1. Tema: Sayılar ve Nicelikler (2),Kesir-Bölme İlişkisi,MAT.6.1.6.,Kesir ve bölme işlemi arasındaki ilişkiye yönelik tümevarımsal akıl yürütebilme.,İlköğretim Matematik
6. Sınıf,1. Tema: Sayılar ve Nicelikler (2),Uzunluk Ölçme,MAT.6.1.7.,Karşılaştığı günlük hayat ya da matematiksel durumlarda standart uzunluk ölçme birimlerini değerlendirebilme.,İlköğretim Matematik
6. Sınıf,1. Tema: Sayılar ve Nicelikler (2),Kesirlerle Dört İşlem İçeren Problem Çözme,MAT.6.1.8.,"Gerçek yaşam durumlarında karşılaşılan kesir, ondalık ve yüzde gösterimleri ile ilgili dört işlem gerektiren problemleri çözebilme.",İlköğretim Matematik
6. Sınıf,2. Tema: İşlemlerle Cebirsel Düşünme ve Değişimler,Cebirsel İfadeler: Bilinmeyen Nicelikler,MAT.6.2.1.,Gerçek yaşam durumlarında bilinen niceliklerden bilinmeyen niceliklere ilişkin muhakeme yapabilme.,İlköğretim Matematik
6. Sınıf,2. Tema: İşlemlerle Cebirsel Düşünme ve Değişimler,Örüntü,MAT.6.2.2.,Sayı ve şekil örüntülerini yorumlayabilme.,İlköğretim Matematik
6. Sınıf,2. Tema: İşlemlerle Cebirsel Düşünme ve Değişimler,Cebirsel İfadeler ve Algoritma,MAT.6.2.3.,Cebirsel ifadeler içeren durumlardaki algoritmaları yorumlayabilme.,İlköğretim Matematik
6. Sınıf,3. Tema: Geometrik Şekiller,İki Paralel Doğrunun Bir Kesen ile Oluşturduğu Açılar,MAT.6.3.1.,Düzlemde iki paralel doğru ve bir kesen ile oluşan açıları sınıflandırabilme.,İlköğretim Matematik
6. Sınıf,3. Tema: Geometrik Şekiller,Üçgenin Açıları ve Dörtgenlerin Özellikleri,MAT.6.3.2.,Matematiksel araç ve teknolojiden yararlanarak iki paralel doğrunun iki kesenle oluşturduğu şekillerin özelliklerine dair çıkarım yapabilme.,İlköğretim Matematik
6. Sınıf,3. Tema: Geometrik Şekiller,Dörtgenlerin Köşegen Özellikleri,MAT.6.3.3.,Matematiksel araç ve teknolojiden yararlanarak birbirlerini ortalayan doğru parçalarını köşegen kabul eden dörtgenlere yönelik çıkarım yapabilme.,İlköğretim Matematik
6. Sınıf,3. Tema: Geometrik Şekiller,Üçgen ve Dörtgenlerin Açı Problemleri,MAT.6.3.4.,"Üçgen, yamuk, paralelkenar, eşkenar dörtgen, dikdörtgen ve karenin açıları ile ilgili problemleri çözebilme.",İlköğretim Matematik
6. Sınıf,4. Tema: Geometrik Nicelikler,Uzunluk ve Alan Ölçme Birimleri Arasındaki İlişki,MAT.6.4.1.,Uzunluk ve alan ölçme birimleri arasındaki ilişkilerle ilgili analojik akıl yürütebilme.,İlköğretim Matematik
6. Sınıf,4. Tema: Geometrik Nicelikler,Paralelkenar ve Üçgenin Alanı,MAT.6.4.2.,Dikdörtgenin alan bağıntısına yönelik deneyimlerini paralelkenar ve üçgenin alan bağıntılarına yansıtabilme.,İlköğretim Matematik
6. Sınıf,4. Tema: Geometrik Nicelikler,Alan Modelleme ve Problem Çözme,MAT.6.4.3.,Geometrik şekillerin alanları ile modellenen gerçek yaşam durumlarına yönelik problem çözebilme.,İlköğretim Matematik
6. Sınıf,4. Tema: Geometrik Nicelikler,Çemberin ve Çapın Uzunlukları Arasındaki İlişki,MAT.6.4.4.,Çemberin uzunluğu ile çap uzunluğu arasındaki ilişkiye yönelik çıkarım yapabilme.,İlköğretim Matematik
6. Sınıf,4. Tema: Geometrik Nicelikler,Çember Uzunluğu Problemleri,MAT.6.4.5.,Çap veya yarıçap uzunluğu verilen bir çemberin uzunluğu ile ilgili problemlerini çözebilme.,İlköğretim Matematik
6. Sınıf,4. Tema: Geometrik Nicelikler,Çemberde Merkez Açı ve Yay Uzunluğu,MAT.6.4.6.,Çemberde merkez açının ölçüsü ile gördüğü yayın uzunluğu arasındaki ilişkiye dair tümevarımsal akıl yürütebilme.,İlköğretim Matematik
